Instancia,Algoritmo,Tiempo de Cómputo,Objetivo,Z1,Z2,Z3,Z4
Data_40_Salidas_composición_zonas_heterogéneas.xlsx,greedy,0.00019119999888062011,87.66620715753055,402.6825062168884,315.01629905935783,,
Data_40_Salidas_composición_zonas_heterogéneas.xlsx,grasp,0.059960399999908987,73.49954049086409,395.5991728835552,322.0996323926911,,
Data_40_Salidas_composición_zonas_heterogéneas.xlsx,simulated_annealing,11.370626600000833,0.0004595091361352388,358.84917288355547,358.8496323926916,,
Data_40_Salidas_composición_zonas_heterogéneas.xlsx,local_beam_search,3.859903700000359,0.00045950913624892564,358.84917288355496,358.8496323926912,,
Data_40_Salidas_composición_zonas_heterogéneas.xlsx,brkga,5.367320699999254,0.3337928424694496,358.6825062168884,359.01629905935783,,
Data_40_Salidas_composición_zonas_homogéneas.xlsx,greedy,0.00018350000027567148,16.583333333333258,350.0828738241973,366.66620715753055,,
Data_40_Salidas_composición_zonas_homogéneas.xlsx,grasp,0.05758779999996477,5.25,360.9995404908639,355.7495404908639,,
Data_40_Salidas_composición_zonas_homogéneas.xlsx,simulated_annealing,9.807353800000783,0.08333333333274595,358.3328738241981,358.41620715753083,,
Data_40_Salidas_composición_zonas_homogéneas.xlsx,local_beam_search,3.869114499999341,0.08333333333342807,358.4162071575306,358.3328738241972,,
Data_40_Salidas_composición_zonas_homogéneas.xlsx,brkga,5.241514700001062,0.0833333333332007,358.3328738241973,358.4162071575305,,
Data_60_Salidas_composición_zonas_heterogéneas.xlsx,greedy,0.0008493999994243495,113.62779759974052,429.8107633257649,316.1829657260244,418.9774299924316,
Data_60_Salidas_composición_zonas_heterogéneas.xlsx,grasp,0.2885502000008273,62.68866904530228,410.78830143799337,348.0996323926911,406.1030111363392,
Data_60_Salidas_composición_zonas_heterogéneas.xlsx,simulated_annealing,7.620595999998841,0.14571845604899636,388.45077846253645,388.43296572602344,388.30506000648745,
Data_60_Salidas_composición_zonas_heterogéneas.xlsx,local_beam_search,7.767933400000402,69.27200237863553,411.3925829819441,342.18296572602446,411.45496810466,
Data_60_Salidas_composición_zonas_heterogéneas.xlsx,brkga,10.922737100001541,6.268623634987534,385.7696778030058,387.18296572602435,392.0383014379933,
Data_60_Salidas_composición_zonas_homogéneas.xlsx,greedy,0.00037960000008752104,21.499999999999943,398.33287382419724,388.49954049086386,376.8328738241973,
Data_60_Salidas_composición_zonas_homogéneas.xlsx,grasp,0.09938559999864083,0.08333333333325754,387.91620715753055,387.9162071575305,387.8328738241973,
Data_60_Salidas_composición_zonas_homogéneas.xlsx,simulated_annealing,28.41914320000069,0.0833333333328028,387.83287382419746,387.91620715753027,387.91620715753015,
Data_60_Salidas_composición_zonas_homogéneas.xlsx,local_beam_search,10.273183900000731,0.08333333333337123,387.8328738241973,387.91620715753055,387.91620715753066,
Data_60_Salidas_composición_zonas_homogéneas.xlsx,brkga,12.205462000001717,0.16666666666662877,387.83287382419724,387.8328738241973,387.99954049086386,
Data_80_Salidas_composición_zonas_heterogéneas.xlsx,greedy,0.0006123999992269091,137.41620715753066,441.84917288355507,314.84963239269115,434.9325062168884,304.4329657260244
Data_80_Salidas_composición_zonas_heterogéneas.xlsx,grasp,0.11331830000017362,78.41620715753066,413.09917288355507,335.01629905935766,413.18250621688844,334.7662990593578
Data_80_Salidas_composición_zonas_heterogéneas.xlsx,simulated_annealing,82.41621490000034,0.0004595091367605164,374.0158395502214,374.0162990593582,374.0158395502214,374.01629905935755
Data_80_Salidas_composición_zonas_heterogéneas.xlsx,local_beam_search,17.25394789999882,0.00045950913624892564,374.0158395502216,374.01629905935783,374.0158395502217,374.01629905935766
Data_80_Salidas_composición_zonas_heterogéneas.xlsx,brkga,18.049524300000485,39.33287382419729,392.0991728835551,352.76629905935783,387.34917288355507,363.84963239269103
Data_80_Salidas_composición_zonas_homogéneas.xlsx,greedy,0.0011713999992934987,14.416666666666686,368.83287382419724,377.5828738241973,381.08287382419724,366.66620715753055
Data_80_Salidas_composición_zonas_homogéneas.xlsx,grasp,0.2249407000017527,0.16666666666657193,373.4995404908639,373.499540490864,373.4995404908639,373.6662071575305
Data_80_Salidas_composición_zonas_homogéneas.xlsx,simulated_annealing,74.23321320000105,0.08333333333291648,373.4995404908641,373.4995404908639,373.5828738241967,373.58287382419684
Data_80_Salidas_composición_zonas_homogéneas.xlsx,local_beam_search,14.818959399999585,0.08333333333337123,373.58287382419724,373.499540490864,373.5828738241972,373.49954049086386
Data_80_Salidas_composición_zonas_homogéneas.xlsx,brkga,21.329182800000126,1.25,374.08287382419724,372.83287382419724,373.9995404908639,373.24954049086386
